RequestorID,Entry_date,Behavior,Reputation,Like_list_len,Block_list_len,ratings,mid_thres,low_thre
1,0,69,0.526334402717447,590,219,26495,46,20
2,0,42,0.1254915135743803,858,211,25747,21,20
3,0,9,-1.0,1,0,1,29,20
4,0,30,-0.13676882484268285,604,147,29562,44,14
5,0,63,0.3875268420345667,727,199,29804,33,18
6,0,16,-0.3516492763378788,737,219,14855,32,20
7,0,1,-1.0,1,0,1,44,12
8,0,10,-1.0,1,0,1,25,18
9,0,28,-0.1888477034649163,819,108,27302,24,10
10,0,42,0.12701234227399397,642,185,29006,41,17
11,0,16,-1.0,1,0,1,24,14
12,0,51,0.32999999999993623,843,169,31303,23,16
13,0,50,0.2963487218618292,714,213,28831,34,19
14,0,84,0.8558687424738218,761,126,23252,29,12
15,0,98,1.0,847,144,29051,24,14
16,0,9,-1.0,0,0,1,49,17
17,0,39,0.04768670309653932,791,108,26352,23,10
18,0,37,0.0004610471691836871,726,223,30062,33,20
19,0,70,0.5554846316798794,803,109,25019,25,10
20,0,64,0.41845170305671175,545,131,28625,48,13
21,0,47,0.2330633655056245,606,203,26213,45,18
22,0,11,-1.0,1,0,1,38,11
23,0,37,-0.00015158474965548918,830,219,28301,22,20
24,0,13,-1.0,1,0,1,22,13
25,0,86,0.9001356183359639,598,214,31043,46,19
26,0,10,-1.0,0,1,1,37,16
27,0,55,0.32999999999993923,574,147,23537,44,15
28,0,99,1.0,589,129,26339,46,12
29,0,26,-0.23356801330464955,817,180,28862,23,17
30,0,12,-1.0,1,0,1,23,16
31,0,16,-1.0,1,0,1,38,12
32,0,18,-1.0,1,0,1,22,15
33,0,30,-0.1376027419511825,546,159,30781,50,15
34,0,85,0.8779451486344643,763,135,26508,29,13
35,0,30,-0.13782274796393337,831,151,32293,26,14
36,0,35,-0.03693876135654506,638,159,28838,42,15
37,0,99,1.0,869,227,27543,22,20
38,0,37,7.503654377131719e-05,795,202,30785,29,18
39,0,29,-0.1607887161772926,775,122,26055,28,12
40,0,69,0.5282729239037345,563,182,30514,48,17
41,0,98,1.0,747,123,23518,33,11
42,0,88,0.9403648120061112,692,112,25054,33,11
43,0,50,0.2965825696065235,594,199,28697,45,18
44,0,13,-1.0,1,0,1,28,19
45,0,51,0.3299999999999379,663,142,26486,38,14
46,0,52,0.3299999999999377,614,113,26985,43,10
47,0,47,0.23275671482591018,762,124,20626,29,12
48,0,83,0.8362795050432861,634,154,28851,41,15
49,0,75,0.6547179062660802,715,149,31408,35,14
50,0,40,0.06782113293295962,570,183,30805,48,17
51,0,20,-0.33285050226505536,878,150,25385,21,14
52,0,27,-0.21583003281652977,717,194,26511,32,18
53,0,56,0.32999999999993723,536,175,28162,49,17
54,0,25,-0.24846009975057842,720,200,28872,33,18
55,0,78,0.725311392943303,846,216,28228,25,19
56,0,58,0.32999999999993757,792,190,27235,21,19
57,0,39,0.04836101882613388,658,129,29799,39,12
58,0,57,0.3299999999999375,723,134,27508,31,13
59,0,14,-0.3820983886718329,586,146,8192,43,15
60,0,87,0.9239573321356767,581,206,22265,44,19
61,0,11,-1.0,1,0,1,48,18
62,0,64,0.4178003120124235,863,155,28845,21,15
63,0,55,0.3299999999999391,682,198,23710,37,18
64,0,50,0.29674360391399074,744,130,30761,33,12
65,0,21,-0.3299999999999403,633,102,21642,37,10
66,0,31,-0.11364257062386679,578,143,23434,44,14
67,0,47,0.23443010752683965,759,212,29295,30,19
68,0,10,-1.0,1,0,1,25,17
69,0,27,-0.21675588599748555,864,149,24210,24,14
70,0,54,0.329999999999936,780,122,32159,29,11
71,0,85,0.8773222326313662,702,149,33091,35,14
72,0,85,0.8786442247158659,720,149,27003,35,14
73,0,77,0.7071802955665445,709,123,25375,35,12
74,0,73,0.6055333514284288,832,136,29474,26,13
75,0,58,0.3299999999999382,603,182,25758,43,17
76,0,28,-0.18755963690096075,702,133,28422,32,14
77,0,10,-1.0,1,0,1,34,16
78,0,12,-1.0,0,1,1,21,19
79,0,51,0.3299999999999362,686,122,31590,37,11
80,0,48,0.2509721545552901,784,209,26683,26,19
81,0,2,-1.0,0,0,1,44,10
82,0,64,0.418044465468249,632,150,31710,43,14
83,0,31,-0.11218968809673707,715,141,34562,36,13
84,0,81,0.7945943018092507,693,170,27693,34,16
85,0,46,0.20911193339496856,817,205,28106,22,19
86,0,39,0.04781874039938462,750,219,29295,33,19
87,0,41,0.09703580744604143,533,159,25302,50,15
88,0,73,0.6069723435225227,747,212,23358,32,19
89,0,13,-1.0,1,0,1,28,16
90,0,46,0.20727175843690834,642,176,30965,42,16
91,0,25,-0.24729913525308467,673,120,23822,37,11
92,0,49,0.2738644918443669,573,158,26301,48,15
93,0,53,0.329999999999937,736,120,28885,34,11
94,0,67,0.4808362971580006,874,122,30085,23,11
95,0,29,-0.16069180745724643,522,153,30601,50,15
96,0,85,0.877651958243968,668,122,27014,38,11
97,0,3,-1.0,1,0,1,49,13
98,0,93,1.0,740,113,27243,32,10
99,0,28,-0.1863359580052206,796,156,22860,28,15
100,0,91,1.0,658,204,28965,41,18
101,1,2,-1.0,1,0,1,22,17
102,1,25,-0.24811002039771052,773,141,31376,30,13
103,1,41,0.0982822085889452,600,226,28688,46,20
104,1,68,0.5029132450330632,636,150,30200,42,14
105,2,69,0.5275799867415182,853,161,28661,25,15
106,2,68,0.5039340405508972,530,218,23378,50,20
107,2,35,-0.03556669756467654,822,136,23734,25,13
108,3,90,0.984303395619865,625,143,24885,37,15
109,3,75,0.6549334347662356,876,141,31548,23,13
110,4,18,-0.33924971802385134,761,168,22165,30,16
111,4,42,0.1274385005856928,713,220,23049,32,20
112,4,74,0.6339754082311571,868,185,25537,23,17
113,4,61,0.34952962785491504,706,139,25044,35,13
114,5,80,0.7704251355015107,757,155,29520,31,15
115,5,47,0.2343462381299796,694,140,30118,37,13
116,5,34,-0.04917367458866395,617,151,30085,40,15
117,6,90,0.9835373685353734,833,137,32233,24,13
118,6,45,0.18162167647652724,745,227,29562,33,20
119,6,95,1.0,815,118,30962,26,11
120,6,30,-0.13649794175939517,755,172,26236,31,16
121,6,49,0.2736656095976274,840,156,26173,24,15
122,7,26,-0.2328981554092801,755,129,29329,31,12
123,7,2,-1.0,1,0,1,37,10
124,7,99,1.0,793,211,30705,27,19
125,7,36,-0.013103483294404318,694,121,29541,37,11
126,8,52,0.329999999999937,587,146,28920,46,14
127,8,44,0.1584539672925257,857,173,26416,22,16
128,8,14,-0.4045406103665098,748,130,6193,33,12
129,9,45,0.18112828151179156,751,202,32226,32,18
130,9,31,-0.11232641660014421,580,149,30072,47,14
131,10,37,0.0018514219384793895,673,216,31014,38,19
132,10,70,0.5511418376449149,564,215,29146,49,19
133,10,82,0.8136202109939449,668,123,23413,37,12
134,10,49,0.2740652673625006,786,201,26537,26,19
135,11,40,0.06902249918480712,728,129,27601,32,12
136,11,88,0.9400963359852823,613,140,18477,41,14
137,11,48,0.25444621513939547,863,227,30120,24,20
138,12,79,0.7520266293598092,732,193,20729,29,19
139,13,8,-1.0,0,0,1,30,10
140,13,47,0.23443938873622414,747,207,23296,29,20
141,13,97,1.0,518,187,20140,50,18
142,13,66,0.45812547241113355,855,119,27783,23,11
143,13,44,0.16015411456816336,644,115,27512,42,10
144,14,61,0.3495827161385276,571,194,27679,46,18
145,14,24,-0.26879190151285537,770,180,26968,29,17
146,14,37,0.0015805590452261258,666,212,25472,37,20
147,14,97,1.0,890,124,31720,21,12
148,14,60,0.32999999999994084,864,171,20771,22,16
149,15,39,0.05022134951802733,758,183,30811,30,17
150,15,46,0.20914493972522638,666,110,21402,35,10
151,15,11,-0.8325,2,1,4,42,17
152,16,95,1.0,722,140,25892,34,13
153,16,2,-1.0,1,0,1,50,20
154,17,1,-1.0,1,0,1,30,13
155,17,17,-0.34538215634984104,878,172,17205,21,16
156,18,39,0.04854856391142251,713,122,27366,35,11
157,18,9,-1.0,0,0,1,33,20
158,18,77,0.7056565287323643,603,194,27356,45,18
159,19,42,0.1278915662650425,748,217,26892,33,19
160,19,58,0.32999999999994056,840,205,21128,21,20
161,20,23,-0.2887110971392118,871,149,25448,21,14
162,21,40,0.06867502468764453,830,146,23291,24,14
163,21,88,0.9385879007440784,750,152,25671,29,15
164,21,90,0.9838216050835566,575,196,21245,45,18
165,21,91,1.0,867,226,23804,22,20
166,21,91,1.0,833,124,25333,25,12
167,22,5,-1.0,1,0,1,34,18
168,22,92,1.0,625,176,27537,44,16
169,23,54,0.3299999999999384,775,114,25238,30,10
170,23,39,0.04808070532383858,720,180,26541,31,17
171,23,45,0.18057053801325385,672,213,22137,36,20
172,23,45,0.18163292938863648,736,208,29542,29,20
173,24,41,0.09890877346135901,596,122,27492,45,11
174,24,62,0.36472306834264173,615,217,23309,44,19
175,24,63,0.3871173325217879,526,199,23003,50,19
176,25,60,0.32999999999993973,543,197,22592,45,19
177,25,99,1.0,851,120,28270,24,11
178,25,23,-0.2889720285890249,652,147,22666,40,14
179,25,94,1.0,865,138,24081,22,13
180,25,43,0.1453681975046285,614,123,18835,40,12
181,26,27,-0.2164619883040573,666,151,24624,38,15
182,26,24,-0.2680952061006659,656,230,29767,41,20
183,26,33,-0.06496811355688144,721,140,19444,33,13
184,26,56,0.3299999999999405,637,107,21220,39,10
185,27,74,0.6309153241273132,815,213,20856,24,19
186,27,28,-0.1863957973134408,857,115,30076,24,10
187,27,65,0.43271367840089975,720,137,26816,33,13
188,27,32,-0.08709537062442835,754,185,25511,30,17
189,28,10,-1.0,1,0,1,21,18
190,28,30,-0.1366444725060075,569,152,26133,48,15
191,28,3,-1.0,0,0,1,23,16
192,28,43,0.1455448982966556,712,116,24188,33,11
193,28,78,0.7228796997567125,729,159,29576,33,15
194,29,23,-0.288580364239501,809,211,28937,27,19
195,29,100,1.0,690,137,25040,36,13
196,29,45,0.18048199590714364,624,156,22967,42,15
197,29,6,-1.0,1,0,1,28,10
198,30,26,-0.23189492476405166,623,155,23526,42,15
199,30,61,0.34969723562960103,661,176,27348,38,17
200,30,10,-1.0,1,0,1,33,11
201,30,4,-1.0,0,1,1,38,15
202,30,15,-1.0,1,0,1,23,16
203,31,48,0.2522819843341603,811,189,22980,24,18
204,31,40,0.07036327536124791,792,199,27197,29,18
205,31,82,0.8094926381541018,795,213,15689,28,19
206,32,29,-0.16092619583938333,837,113,22641,21,10
207,32,95,1.0,527,154,24696,50,15
208,33,83,0.8353649662416633,721,148,26660,34,14
209,33,26,-0.2318768006584883,698,137,21867,34,13
210,34,98,1.0,836,203,27331,26,18
211,34,1,-1.0,0,0,1,44,11
212,34,10,-1.0,1,0,1,48,15
213,35,20,-0.3333287593450714,541,140,21134,50,13
214,36,57,0.32999999999993807,811,133,26019,25,13
215,36,4,-1.0,1,0,1,34,14
216,36,6,-1.0,0,0,1,46,19
217,37,29,-0.1598704271782204,755,169,21841,28,16
218,37,2,-1.0,1,0,1,39,19
219,37,56,0.3299999999999378,634,139,26704,42,13
220,37,59,0.32999999999993757,846,171,27319,24,16
221,38,11,-0.5797633136094617,654,186,2535,37,18
222,38,80,0.76860686086453,702,202,22417,36,18
223,39,62,0.3645320616155607,799,174,22332,28,16
224,39,47,0.23613539555845595,813,210,24181,24,20
225,39,50,0.2988668151447128,582,201,22450,47,18
226,40,82,0.8073112309645526,705,212,25216,35,19
227,40,33,-0.06628191437724397,699,112,20602,35,10
228,40,48,0.2561764555798936,810,212,19597,23,20
229,40,11,-1.0,1,0,1,36,20
230,41,63,0.38703631568263647,565,228,24645,49,20
231,41,53,0.3299999999999415,608,120,19745,41,12
232,41,26,-0.23170339595371886,689,128,22144,31,13
233,42,91,1.0,732,125,17676,28,13
234,42,86,0.8966576307943267,776,217,25823,29,20
235,42,48,0.25443416827227455,734,184,23355,32,17
236,42,70,0.5514030787753256,743,141,23256,32,13
237,42,85,0.87716839098217,557,121,25904,49,11
238,43,1,-1.0,1,0,1,43,10
239,44,95,1.0,557,127,17849,48,12
240,44,38,0.02313548387096753,658,148,23250,40,14
241,44,57,0.3299999999999419,557,128,19238,48,12
242,44,47,0.23686387488420962,606,223,19438,44,20
243,44,2,-1.0,0,1,1,28,20
244,45,83,0.8335065200507629,710,116,24463,36,10
245,45,47,0.2348573400827992,618,154,17384,40,16
246,46,10,-1.0,0,1,1,50,12
247,46,63,0.3868867924527748,793,204,19292,23,19
248,46,89,0.9612501024002916,874,221,24414,21,20
249,47,86,0.8992338251986434,721,167,19382,30,16
250,47,67,0.4781788631794542,886,141,23381,22,13
251,48,38,0.02277837736380241,637,224,21311,42,20
252,48,57,0.32999999999993895,733,150,24037,34,14
253,48,29,-0.16045224140659703,845,167,25252,23,16
254,49,91,1.0,627,122,19357,43,11
255,50,42,0.12640411153386283,614,127,17609,42,12
256,50,63,0.38639126403620694,878,130,19414,22,12
257,51,21,-0.3299999999999457,720,175,15237,30,17
258,51,48,0.25361443503755854,876,150,21143,22,14
259,52,24,-0.26700924037998025,671,174,23051,39,16
260,52,94,1.0,684,138,17631,34,13
261,52,36,-0.02358885876263237,805,197,16228,27,18
262,52,94,1.0,838,118,19171,23,11
263,52,2,-1.0,1,0,1,35,19
264,53,30,-0.13960840391594553,725,164,18182,31,16
265,53,58,0.3299999999999474,679,212,14008,33,20
266,53,26,-0.23104307156837858,593,199,18388,46,18
267,53,94,1.0,714,166,17916,32,16
268,54,38,0.023581637072325343,655,138,20781,40,13
269,54,93,1.0,655,170,20100,39,16
270,54,79,0.7458239001407082,638,184,16343,40,17
271,55,13,-1.0,1,0,1,38,14
272,55,38,0.025891075761660817,620,125,22254,42,12
273,55,94,1.0,557,187,23075,50,17
274,56,42,0.12635193554724478,528,141,20356,49,14
275,56,62,0.3656942439551927,691,230,22168,38,20
276,56,46,0.2078769176511786,536,121,17013,50,11
277,56,46,0.20840452701684434,865,140,19969,23,13
278,56,67,0.4778311413808819,591,125,17032,46,12
279,57,46,0.2080438871473056,681,121,17545,37,11
280,58,58,0.32999999999994395,735,126,16862,31,12
281,59,82,0.8059956942949219,661,153,15793,39,15
282,59,61,0.3495235721012123,717,160,18051,35,15
283,59,24,-0.2678887387651575,782,153,17023,28,15
284,59,66,0.4532931726907136,861,149,16683,22,14
285,60,30,-0.13978843441465244,677,126,19143,37,12
286,60,53,0.32999999999994284,826,136,18091,25,13
287,61,8,-1.0,1,0,1,22,10
288,62,2,-1.0,1,0,1,21,13
289,62,78,0.7184136732328811,775,130,17260,30,12
290,62,59,0.32999999999994584,597,173,15140,46,16
291,62,100,1.0,672,176,17917,33,17
292,62,17,-0.35298477343601625,825,169,10902,23,16
293,63,80,0.7652466222767891,553,217,15469,50,19
294,64,87,0.9201518406043918,708,145,13501,28,15
295,65,82,0.8048686501627492,673,164,13209,36,16
296,65,21,-0.32999999999994556,541,122,15382,47,12
297,65,94,1.0,566,119,15574,46,11
298,65,64,0.41379668338902437,655,113,14352,39,10
299,65,34,-0.056306191687873,779,172,14148,28,16
300,66,93,1.0,572,133,16572,47,13
301,67,38,0.024518028448560946,755,184,15115,30,17
302,67,89,0.961498204207282,588,185,11694,38,19
303,67,67,0.4771850413813828,590,170,9787,45,16
304,68,25,-0.24555249818968383,724,136,13810,30,13
305,68,18,-0.35016656925769596,628,150,10266,43,14
306,68,1,-1.0,0,0,1,41,13
307,68,6,-1.0,1,0,1,45,18
308,69,100,1.0,602,119,13578,42,11
309,70,6,-1.0,1,0,1,26,19
310,70,92,1.0,689,112,8943,35,10
311,70,99,1.0,750,180,13472,22,18
312,70,64,0.4132842804827923,646,132,14746,40,13
313,71,42,0.12645985401460488,703,175,8220,30,17
314,71,100,1.0,708,128,14209,35,12
315,71,38,0.025641818540693324,638,122,15199,42,11
316,71,43,0.14531021194603613,839,149,15570,24,14
317,71,64,0.4171904047975571,759,120,10005,29,11
318,72,31,-0.11461886923948002,791,165,11479,25,16
319,73,32,-0.08926104268914233,549,172,10799,45,17
320,73,100,1.0,834,149,13201,24,14
321,73,95,1.0,517,163,14082,49,16
322,73,85,0.8744347461183263,692,173,11915,36,16
323,74,36,-0.018750596848639462,749,213,12566,31,19
324,74,14,-1.0,1,0,1,44,11
325,74,54,0.3299999999999617,780,123,8161,30,11
326,74,74,0.6256977297983466,557,123,12598,50,11
327,75,97,1.0,782,165,12514,27,16
328,75,32,-0.0905584340817545,568,146,10422,42,15
329,75,51,0.329999999999948,769,120,13563,29,11
330,75,75,0.6536017245397054,599,155,8582,43,15
331,76,15,-0.39290762241288507,568,195,5943,47,18
332,77,45,0.18279411764704231,819,140,11832,27,13
333,77,15,-1.0,1,0,1,43,13
334,77,74,0.6246277450454952,729,124,9335,28,12
335,77,20,-0.33594983063256206,528,124,10923,48,12
336,77,70,0.5494731490895259,707,121,10819,35,11
337,78,83,0.8265016629282841,620,175,12929,44,16
338,78,16,-0.3696892449623237,880,199,8238,21,18
339,78,32,-0.09076163610719672,605,147,9217,43,14
340,78,86,0.8946169082560448,659,111,11107,36,10
341,78,42,0.12754215490139909,795,168,10497,23,16
342,79,65,0.4288919312055666,619,222,11687,43,20
343,79,91,1.0,685,160,10653,38,15
344,80,17,-0.4180348837209473,663,178,2580,31,19
345,80,72,0.5768622230673783,558,160,10517,43,16
346,80,6,-1.0,1,0,1,39,20
347,80,2,-1.0,0,0,1,43,15
348,81,62,0.3641185229302704,585,125,10074,46,12
349,81,38,0.026457064256239303,626,211,10178,41,19
350,81,94,1.0,775,170,8748,27,16
351,81,53,0.32999999999996904,684,157,6734,38,15
352,82,31,-0.11469060596345257,596,179,6238,42,17
353,82,70,0.5435861581920566,634,112,7080,24,13
354,82,31,-0.11462475442043457,536,143,10180,48,14
355,82,64,0.41236986659687513,807,197,7646,22,19
356,83,94,1.0,587,217,8124,43,20
357,83,2,-1.0,0,0,1,45,12
358,84,52,0.32999999999996865,794,213,6799,28,19
359,84,9,-1.0,1,0,1,48,15
360,84,38,0.025980187695516438,688,186,7672,37,17
361,84,43,0.14459157234420394,583,160,7333,47,15
362,85,47,0.23988690378625777,523,168,6101,49,16
363,85,22,-0.3043883308104849,671,152,7267,35,15
364,85,12,-1.0,0,1,1,21,18
365,86,49,0.27908698583949093,518,154,7415,50,15
366,86,44,0.16164888123925042,703,223,5810,33,20
367,87,20,-0.33959219088933684,636,154,6915,39,15
368,87,39,0.05479150871872681,658,148,5276,39,14
369,87,9,-1.0,0,0,1,45,10
370,87,12,-1.0,1,0,1,49,16
371,87,64,0.4117691579942907,536,178,6342,49,17
372,88,90,0.9829954407294818,475,104,6580,45,12
373,88,24,-0.2676251254839911,751,137,6973,22,14
374,88,68,0.49894574599256886,730,208,6488,30,19
375,88,38,0.028319569120287675,579,179,8355,45,17
376,88,24,-0.26742273441591474,700,184,5727,27,19
377,89,9,-1.0,1,0,1,41,11
378,89,66,0.4513549052468359,691,146,7757,35,14
379,89,48,0.25887577639750214,632,200,6440,42,18
380,90,5,-1.0,1,0,1,22,20
381,90,8,-1.0,1,0,1,42,13
382,90,29,-0.1609756097561054,626,199,5904,42,18
383,90,54,0.3299999999999751,771,174,5875,30,16
384,90,9,-1.0,1,0,1,47,15
385,91,70,0.5445819191607398,645,151,3241,25,17
386,91,99,1.0,486,202,3705,49,20
387,91,95,1.0,787,115,6634,29,10
388,91,31,-0.11570992366412435,853,130,5895,25,12
389,92,93,1.0,641,173,4593,40,16
390,92,47,0.23655424753420953,489,140,3143,35,19
391,92,30,-0.1388979259861759,843,159,4918,25,15
392,92,36,-0.019793956043955962,473,99,4368,47,11
393,93,60,0.3299999999999894,743,184,4524,22,19
394,93,100,1.0,444,152,3514,45,18
395,93,75,0.6558368103847906,581,113,2157,30,13
396,94,45,0.18009957325746717,492,107,2109,28,16
397,94,42,0.13042320819112566,746,117,2930,22,12
398,95,53,0.33000000000001534,572,172,2797,42,17
399,95,90,0.9824431599229279,710,189,2595,24,20
400,95,81,0.7975274725274722,302,46,546,31,10
401,95,78,0.7208333333333193,658,172,3348,34,17
402,95,6,-1.0,0,0,1,34,14
403,96,70,0.5626821705426353,128,21,645,43,12
404,96,96,1.0,559,131,2182,43,13
405,97,24,-0.33,9,0,31,28,10
406,98,65,0.42972326103216163,753,149,1337,31,14
407,98,78,0.7195729103111671,644,180,1639,33,18
408,98,54,0.3300000000000019,725,136,1835,26,14
409,99,93,1.0,264,71,491,45,15
410,99,74,0.6191766268260265,414,147,753,45,20
411,99,7,-1.0,0,1,1,24,14
412,99,100,1.0,468,63,624,25,10
413,99,48,0.25165467625899257,368,104,556,33,19
414,100,61,0.1371696798550686,0,0,0,43,20
415,100,49,0.1371696798550686,0,0,0,46,11
